lastWorkCompany,equivalence,count,equals
Comfama,Comfama,1,TRUE
Comin Sac,Comin Sac,2,TRUE
Communications And Systems Development S.A.C.,Communications And Systems Development S.A.C.,1,TRUE
Compania De Minas Buenaventura,Cia Minas Buenaventura,1,FALSE
Compania De Seguridad Prosegur S.A.,Compania De Seguridad Prosegur S.A.,1,TRUE
Compania Food Retail S.A.C.,Compania Food Retail S.A.C.,1,TRUE
Compania Food Retail Sac,Compania Food Retail S.A.C.,1,FALSE
Compania Hard Discount Sac,Compania Hard Discount Sac,1,TRUE
Compania Incubadora De Soluciones Moviles Sac - Culqi,Compania Incubadora De Soluciones Moviles Sac - Culqi,1,TRUE
Compania Minera Los Andes Peru Gold Sac,Compania Minera Los Andes Peru Gold Sac,1,TRUE
Compania Minera Milpo Saa,Compania Minera Milpo Saa,3,TRUE
Compania Minera Miskimayo,Compania Minera Miskimayo,1,TRUE
Compania Minera Raura,Compania Minera Raura,1,TRUE
Compania Minera San Valentin S.A.,Compania Minera San Valentin S.A.,1,TRUE
"Compania Peruana De Petroleo, Gas Y Gasolina","Compania Peruana De Petroleo, Gas Y Gasolina",1,TRUE
Compania Scalabrinianos,Compania Scalabrinianos,1,TRUE
Compartamos Financiera,Compartamos Financiera S.A,11,FALSE
Compartamos Financiera S.A,Compartamos Financiera S.A,1,TRUE
Comparte Peru,Comparte Peru,1,TRUE
Compina,Compina,1,TRUE
Compipro,Compipro,1,TRUE
Complejo Hospitalario San Pablo,Complejo Hospitalario San Pablo,3,TRUE
Complex Less,Complex Less,1,TRUE
Complexless Sac,Complexless Sac,1,TRUE
Compucare Sa,Compucare Sa,1,TRUE
Compudiskett S.R.L.,Compudiskett S.R.L.,1,TRUE
Compunet Peru S.A.C,Compunet Peru S.A.C,1,TRUE
Computer Science Vj - Ruc 10451083851,Computer Science Vj - Ruc 10451083851,1,TRUE
Compution,Compution,1,TRUE
Comsatel,Comsatel Peru S.A.C.,1,FALSE
Comsatel Peru S.A.C.,Comsatel Peru S.A.C.,4,TRUE
Comsatel S.A.C,Comsatel Peru S.A.C.,1,FALSE
Comsatel Sac,Comsatel Peru S.A.C.,1,FALSE
Comuna 24,Comuna 24,1,TRUE
Comunicate Facil Sac,Comunicate Facil Sac,2,TRUE
Conalvias Construcciones,Conalvias Construcciones,1,TRUE
Conastec,Conastec,1,TRUE
Concar,Concar S.A.C,1,FALSE
Concar S.A.C,Concar S.A.C,1,TRUE
Concar.Sac,Concar S.A.C,1,FALSE
Concepto Belleza S.A.C.,Concepto Belleza S.A.C.,1,TRUE
Concytec,Concytec,1,TRUE
Conduto Peru S.A.C.,Conduto Peru S.A.C.,1,TRUE
Conexion Ts,Conexion Ts,2,TRUE
Coney Park,Coney Park,1,TRUE
Confecciones Gerard Srl,Confecciones Gerard Srl,1,TRUE
Confecciones Jm,Confecciones Jm,1,TRUE
Confecciones Textimax,Confecciones Textimax,1,TRUE
Congelados Marinos Tacna S.A.C.,Congelados Marinos Tacna S.A.C.,1,TRUE
Congreso De La Republica,Congreso De La Republica Del Peru,1,FALSE
Congreso De La Republica Del Peru,Congreso De La Republica Del Peru,1,TRUE
Conida,Conida,2,TRUE
Connect Latam,Connect Latam,1,TRUE
Connectify Peru,Connectify Peru,1,TRUE
Connecttix,Connecttix,1,TRUE
Consejeros Y Corredores De Seguros,Consejeros Y Corredores De Seguros,2,TRUE
Consensus Abogados Y Asociados,Consensus Abogados Y Asociados,1,TRUE
Consigue Ventas,Consigue Ventas,4,TRUE
Consigueventas,Consigue Ventas,1,FALSE
Consis International,Consis International,3,TRUE
Consolucion Sac,Consolucion Sac,1,TRUE
Consorcio Agua Scm,Consorcio Agua Scm,1,TRUE
Consorcio Azb-Hci,Consorcio Azb-Hci,1,TRUE
Consorcio De Sistemas Previsionales,Consorcio De Sistemas Previsionales,1,TRUE
Consorcio Electrico De Villacuri Sac,Consorcio Electrico De Villacuri Sac,1,TRUE
Consorcio Geohidraulica,Consorcio Geohidraulica,1,TRUE
Consorcio Global Energy,Consorcio Global Energy,1,TRUE
Consorcio Hbo,Consorcio Hbo Sac,1,FALSE
Consorcio Hbo Sac,Consorcio Hbo Sac,1,TRUE
Consorcio Inmobiliaria,Consorcio Inmobiliaria,1,TRUE
Consorcio Invent Sac,Consorcio Invent Sac,1,TRUE
Consorcio Lac,Consorcio Lac,1,TRUE
Consorcio Mantenimiento De Gasoductos Del Peru,Consorcio Mantenimiento De Gasoductos Del Peru,1,TRUE
Consorcio Minero Horizonte,Consorcio Minero Horizonte .S.A,1,FALSE
Consorcio Minero Horizonte .S.A,Consorcio Minero Horizonte .S.A,1,TRUE
Consorcio Pmc Talara,Consorcio Pmc Talara,3,TRUE
Consorcio Prosercon S.A.C.,Consorcio Prosercon S.A.C.,1,TRUE
Consorcio Rovella Inmac,Consorcio Rovella Inmac,1,TRUE
Consorcio San Miguel,Consorcio San Miguel,1,TRUE
Consorcio Saneamiento Huarmey S.A.,Consorcio Saneamiento Huarmey S.A.,1,TRUE
Consorcio Tecnove Onp,Consorcio Tecnove Onp,1,TRUE
Consorcio W1 - Jjc Hv,Consorcio W1 - Jjc Hv,1,TRUE
Conssap,Conssap,1,TRUE
Construcciones Del Titicaca Sac,Construcciones Del Titicaca Sac,2,TRUE
Construcciones Metalicas Union Sa,Construcciones Metalicas Union Sa,1,TRUE
Construction Evolution Sac,Construction Evolution Sac,1,TRUE
Constructor S.A.C.,Constructor S.A.C.,1,TRUE
Constructora 27 De Abril,Constructora 27 De Abril,1,TRUE
Constructora De Servicios Multiples Ecosem E.I.R.L,Constructora De Servicios Multiples Ecosem E.I.R.L,2,TRUE
Constructora E Inmobiliaria Joshua,Constructora E Inmobiliaria Joshua,1,TRUE
Constructora E Inmobiliaria Marcan,Constructora E Inmobiliaria Marcan,1,TRUE
Constructora Inmobiliaria Wacaymar,Constructora Inmobiliaria Wacaymar,1,TRUE
Constructora L.G.C.P. Eirl,Constructora L.G.C.P. Eirl,1,TRUE
Constructora Malaga Hnos S.A,Constructora Malaga Hnos S.A,1,TRUE
Constructora Mausaa S.A.,Constructora Mausaa S.A.,1,TRUE
Constructora Meneses,Constructora Meneses,1,TRUE
Constructora Montefrio Sac,Constructora Montefrio Sac,1,TRUE
Constructora P Y F Sac,Constructora P Y F Sac,1,TRUE
Constructora Pawer Sac,Constructora Pawer Sac,1,TRUE
Constructores Metal Mecanicos Cooptimet Srl,Constructores Metal Mecanicos Cooptimet Srl,1,TRUE
Constru-Express Peru,Constru-Express Peru,1,TRUE
Consuempresa,Consuempresa,1,TRUE
Consultance It,Consultance It,6,TRUE
Consultants In Business And Real Estate Peru S.A.,Consultants In Business And Real Estate Peru S.A.,2,TRUE
Consulting &Amp; Management Sac,Consulting &Amp; Management Sac,1,TRUE
Consulting Advisers,Consulting Advisers Sac,1,FALSE
Consulting Advisers Sac,Consulting Advisers Sac,1,TRUE
Consulting And Management S.A.C,Consulting And Management S.A.C,1,TRUE
Consulting Peru Inc. S.A.C.,Consulting Peru Inc. S.A.C.,1,TRUE
Consultor,Consultor,2,TRUE
Consultor De Proyectos E Ingenieria,Consultor De Proyectos E Ingenieria,1,TRUE
Consultor De Sistemas Ti,Consultor De Sistemas Ti,3,TRUE
Consultor Estrategico,Consultor Estrategico,1,TRUE
Consultor Externo - Banco Cencosud,Consultor Externo - Banco Cencosud,2,TRUE
Consultor Freelance -Independiente,Freelance,1,FALSE
Consultor Independiente,Freelance,7,FALSE
Consultora Abogados Villanueva,Consultora Abogados Villanueva,3,TRUE
Consultora C&Amp;L,Consultora C&Amp;L,1,TRUE
Consultora Csc,Consultora Csc,2,TRUE
Consultora Cyl - Gestion Del Talento Humano,Consultora Cyl Gestion Del Talento Humano,1,FALSE
Consultora Cyl Gestion Del Talento Humano,Consultora Cyl Gestion Del Talento Humano,1,TRUE
Consultora Externa,Consultora Externa,1,TRUE
Consultora Hitss Peru,Global Hitss Peru S.A.C.,2,FALSE
Consultora Independiente,Freelance,2,FALSE
Consultora It Data Consulting,Consultora It Data Consulting,1,TRUE
Consultora Materia Gris,Consultora Materia Gris,1,TRUE
Consultora Nuovo Profil,Consultora Nuovo Profil,1,TRUE
Consultora Promtalent,Consultora Promtalent,1,TRUE
Consultora Retail 360,Consultora Retail 360,1,TRUE
Consultora Y Equipadora Medica,Consultora Y Equipadora Medica,1,TRUE
Consultores En Tecnologia De Informacion Y Comunicaciones S.A.C,Consultores En Tecnologia De Informacion Y Comunicaciones S.A.C,1,TRUE
Consultoria,Freelance,4,FALSE
Consultoria A Empresas,Freelance,1,FALSE
Consultoria Data,Consultoria Data,1,TRUE
Consultoria General,Consultoria General,1,TRUE
Consultoria Independiente,Freelance,1,FALSE
Consultoria Mineria Y Comercio Sac,Consultoria Mineria Y Comercio Sac,1,TRUE
Consultoria Privada,Consultoria Privada,1,TRUE
Consultoria Ti,Consultoria Ti,1,TRUE
Consultoria Y Servicios Logisticos,Consultoria Y Servicios Logisticos,1,TRUE
Consultoria Y Tecnologia Sac,Consultoria Y Tecnologia Sac,1,TRUE
Consultorio Dental Arte Dental,Consultorio Dental Arte Dental,1,TRUE
Consultorio Dental Novadent,Consultorio Dental Novadent,1,TRUE
Consultorio Psicologico De La Unmsm,Consultorio Psicologico De La Unmsm,1,TRUE
Consultorio Psicologico Libera Y Sana,Consultorio Psicologico Libera Y Sana,1,TRUE
Consultorio Universitario,Consultorio Universitario,1,TRUE
Consumo Y Recomiendo Sac,Consumo Y Recomiendo Sac,2,TRUE
Consutic,Consutic,1,TRUE
Conta Peru Servicios Empresariales S.A.C.,Conta Peru Servicios Empresariales S.A.C.,2,TRUE
Contabilidad Facil Peru,Contabilidad Facil Peru,1,TRUE
Contact Bpo,Contacto Bpo,1,FALSE
Contacto Bpo,Contacto Bpo,1,TRUE
Contaperu,Contaperu,1,TRUE
Contasiscorp,Contasiscorp S.A.C.,1,FALSE
Contasiscorp S.A.C.,Contasiscorp S.A.C.,1,TRUE
Contasiscorp Sac,Contasiscorp S.A.C.,1,FALSE
Continental - Cuadernos Standford,Continental Sac - Standford,1,FALSE
Continental S.A.C,Continental Sac - Standford,1,FALSE
Continental Sac - Standford,Continental Sac - Standford,1,TRUE
Contonga Mineria Sac,Contonga Mineria Sac,1,TRUE
Contraloria General De La Republica,Contraloria General De La Republica,2,TRUE
Contratistas Generales En Mineria Jh Sac,Contratistas Generales En Mineria Jh Sac,1,TRUE
Control Union Sac,Control Union Sac,1,TRUE
Convergia Peru,Convergia Peru,1,TRUE
Convertidora Y Distribuidora Angeles S.A.C,Convertidora Y Distribuidora Angeles S.A.C,1,TRUE
Convexus Comunicaciones Redes Y Sistemas,Convexus Comunicaciones Redes Y Sistemas,1,TRUE
Convexus S.A.C.,Convexus S.A.C.,1,TRUE
Conxultiva Digital S.A.C,Conxultiva Digital S.A.C,2,TRUE
Coolbox,Coolbox,1,TRUE
Coolors,Coolors,1,TRUE
Coop. Santo Cristo De Bagazan,Coop. Santo Cristo De Bagazan,2,TRUE
Coopac Kori,Coopac Kori,3,TRUE
Cooperativa Abraham Lincoln,Cooperativa Abraham Lincoln,1,TRUE
Cooperativa De Ah. Y Cred. 29 De Agosto De La Pnp,Cooperativa De Ah. Y Cred. 29 De Agosto De La Pnp,3,TRUE
Cooperativa De Ahorro Y Credito 15 De Setiembre,Cooperativa De Ahorro Y Credito 15 De Setiembre,1,TRUE
Cooperativa De Ahorro Y Credito De Los Trabajadores De Ipss,Cooperativa De Ahorro Y Credito De Los Trabajadores De Ipss,2,TRUE
Cooperativa De Ahorro Y Credito Interfinco,Cooperativa De Ahorro Y Credito Interfinco,1,TRUE
Cooperativa De Ahorro Y Credito Leon Xiii,Cooperativa De Ahorro Y Credito Leon Xiii,1,TRUE
Cooperativa De Ahorro Y Credito Pacifico,Cooperativa De Ahorro Y Credito Pacifico,1,TRUE
Cooperativa De Ahorro Y Creditos,Cooperativa De Ahorro Y Creditos,1,TRUE
Cooperativa De Ahorro Y Creditos San Miguel,Cooperativa De Ahorro Y Creditos San Miguel,2,TRUE
Cooperativa De Servicios Educacionales La Union,Cooperativa De Servicios Educacionales La Union,1,TRUE
Cooperativa Mercurio,Cooperativa Mercurio,1,TRUE
Cooperativa Pacifico,Cooperativa Pacifico,1,TRUE
Cooperativa San Lorenzo,Cooperativa San Lorenzo,1,TRUE
Coorporacion Daxi Ayacucho,Coorporacion Daxi Ayacucho,1,TRUE
Coorporacion Marines Sac,Coorporacion Marines Sac,1,TRUE
Coorporacion Sapia,Corporacion Sapia S.A.,1,FALSE
Coorporacion Sapia (Cosapi Data),Corporacion Sapia S.A.,1,FALSE
Copeinca,Copeinca,1,TRUE
Copemi S.A.C Cosntructores,Copemi S.A.C Cosntructores,1,TRUE
Copezami Services,Copezami Services,1,TRUE
Coporativo Overall,Coporativo Overall,1,TRUE
Corez Peru,Corez Peru,1,TRUE
Cork Peru Sa,Cork Peru Sa,1,TRUE
Coroimport,Coroimport,2,TRUE
Corpexpsac Soluciones,Corpexpsac Soluciones,2,TRUE
Corpol,Corpol Sa,1,FALSE
Corpol Sa,Corpol Sa,4,TRUE
Corporacion 1To1,Corporacion 1To1,2,TRUE
Corporacion Academica San Fernando - Elite,Corporacion Academica San Fernando - Elite,1,TRUE
Corporacion Aljar Sac,Corporacion Aljar Sac,1,TRUE
Corporacion Ambiental Alanco Peru Sac,Corporacion Ambiental Alanco Peru Sac,1,TRUE
Corporacion Asura,Corporacion Asura,2,TRUE
Corporacion Brec Sac (Ser Pro) Escuela Juridica,Corporacion Brec Sac (Ser Pro) Escuela Juridica,1,TRUE
Corporacion Corrales,Corporacion Corrales,1,TRUE
Corporacion Dctech,Corporacion Dctech,1,TRUE
Corporacion De Desarrollo Tecnologico,Corporacion De Desarrollo Tecnologico,1,TRUE
Corporacion De Infraestructura Sac,Corporacion De Infraestructura Sac,1,TRUE
Corporacion Don Shalo,Corporacion Don Shalo,1,TRUE
Corporacion Educativa Pamer,Corporacion Educativa Pamer,1,TRUE
Corporacion Ew,Corporacion Ew,1,TRUE
Corporacion F4 H & Z S.A.C,Corporacion F4 H & Z S.A.C,1,TRUE
Corporacion Fonafe,Corporacion Fonafe - Enaco S.A.,1,FALSE
Corporacion Fonafe - Enaco S.A.,Corporacion Fonafe - Enaco S.A.,5,TRUE
Corporacion Grafica Beylourdes,Corporacion Grafica Beylourdes,1,TRUE
Corporacion Grafica Universal S.A.C,Corporacion Grafica Universal S.A.C,1,TRUE
Corporacion Hotelera Piura S.A.C,Corporacion Hotelera Piura S.A.C,1,TRUE
Corporacion Ibgroup,Corporacion Ibgroup,1,TRUE
Corporacion Jeruth,Corporacion Jeruth,3,TRUE
Corporacion Loayza Sac,Corporacion Loayza Sac,1,TRUE
Corporacion Mayo Sac,Corporacion Mayo Sac,1,TRUE
Corporacion Meier,Corporacion Meier,3,TRUE
Corporacion Mendoza,Corporacion Mendoza Sac,1,FALSE
Corporacion Mendoza Sac,Corporacion Mendoza Sac,2,TRUE
Corporacion Miyasato,Corporacion Miyasato Sac,1,FALSE
Corporacion Miyasato Sac,Corporacion Miyasato Sac,1,TRUE
Corporacion Munay Inti Pacha Sac,Corporacion Munay Inti Pacha Sac,1,TRUE
Corporacion New Life S&Amp;L,Corporacion New Life S&Amp;L,1,TRUE
Corporacion Olivares,Corporacion Olivares,1,TRUE
Corporacion Panaservice,Corporacion Panaservice S.A.C,1,FALSE
Corporacion Panaservice S.A.C,Corporacion Panaservice S.A.C,1,TRUE
Corporacion Peruana De Productos Quimicos,Corporacion Peruana De Productos Quimicos S.A.,3,FALSE
Corporacion Peruana De Productos Quimicos S.A.,Corporacion Peruana De Productos Quimicos S.A.,1,TRUE
Corporacion Pesquera Inca S.A.C - Copeinca,Corporacion Pesquera Inca S.A.C - Copeinca,1,TRUE
Corporacion Petrolera Transmarine,Corporacion Petrolera Transmarine,1,TRUE
Corporacion Pj,Corporacion Pj,1,TRUE
Corporacion Puriymarka,Corporacion Puriymarka,1,TRUE
Corporacion Rd Srl,Corporacion Rd Srl,1,TRUE
Corporacion Rico S.A.C.,Corporacion Rico S.A.C.,1,TRUE
Corporacion Roots,Corporacion Roots S.A.,1,FALSE
Corporacion Roots S.A.,Corporacion Roots S.A.,1,TRUE
Corporacion Sapia,Corporacion Sapia S.A.,8,FALSE
Corporacion Sapia S.A,Corporacion Sapia S.A.,1,FALSE
Corporacion Sapia S.A.,Corporacion Sapia S.A.,6,TRUE
Corporacion Scorc S.A.C.,Corporacion Scorc S.A.C.,1,TRUE
Corporacion Sealers,Corporacion Sealers,1,TRUE
Corporacion Sehover S.A.C.,Corporacion Sehover S.A.C.,2,TRUE
Corporacion Solivan,Corporacion Solivan,2,TRUE
Corporacion Sucno S.A.C.,Corporacion Sucno S.A.C.,1,TRUE
Corporacion Tecnologica Capsule Sac,Corporacion Tecnologica Capsule Sac,2,TRUE
Corporacion Telecom Byte,Corporacion Telecom Byte,1,TRUE
Corporacion Turistica Peruana Sac,Corporacion Turistica Peruana Sac,1,TRUE
Corporacion Usil,Corporacion Usil,4,TRUE
Corporacion Vega Sac,Corporacion Vega Sac,3,TRUE
Corporacion Venezolana De Television,Corporacion Venezolana De Television,4,TRUE
Corporacion Wama S.A.C - Pieers,Corporacion Wama S.A.C - Pieers,1,TRUE
Corporacion Withmory,Corporacion Withmory,1,TRUE
Corporation Peter The Great,Corporation Peter The Great,2,TRUE
Corporation Tekny Ran,Corporation Tekny Ran,1,TRUE
Corporation Withmory,Corporation Withmory,2,TRUE
Corporativo Fabstestex Peru,Corporativo Fabstestex Peru,1,TRUE
Corredores De Seguro Falabella,Corredores De Seguro Falabella,1,TRUE
Corte Superior De Justicia De Lima,Corte Superior De Justicia De Lima,1,TRUE
Cosapi Data,Corporacion Sapia S.A.,4,FALSE
Cosapi Data S.A,Corporacion Sapia S.A.,1,FALSE
Cosapi S.A,Cosapi S.A.,3,FALSE
Cosapi S.A.,Cosapi S.A.,2,TRUE
Cosapi Sa,Cosapi S.A.,1,FALSE
Cosapisoft,Cosapi S.A.,1,FALSE
Cosmetica,Cosmetica,1,TRUE
Cosmo,Cosmo Industrial E.I.R.L.,1,FALSE
Cosmo Industrial E.I.R.L.,Cosmo Industrial E.I.R.L.,1,TRUE
Cosmo Industrial Eirl,Cosmo Industrial E.I.R.L.,1,FALSE
Cosmos Agencia Maritima,Cosmos Agencia Maritima,1,TRUE
Cosmos Sac,Cosmos Agencia Maritima,1,FALSE
Costa Del Sol,Costa Del Sol,1,TRUE
Costa Viva S.A,Costa Viva S.A,1,TRUE
Coursera | Goole,Coursera | Goole,1,TRUE
Cp Group S.A.C.,Cp Group S.A.C.,1,TRUE
Crac Raiz Saa,Crac Raiz Saa,3,TRUE
Crati Consulting Para Banco Falabella,Crati Consulting Para Banco Falabella,1,TRUE
Crazy Studio,Crazy Studio,1,TRUE
Creaciones Ainbo S.A.C.,Creaciones Ainbo S.A.C.,1,TRUE
Creamas,Creamas,1,TRUE
Creando Danzando Ando,Creando Danzando Ando,1,TRUE
Creative Agencia Digital,Creative Agencia Digital,1,TRUE
Creavity Sac,Creavity Sac,1,TRUE
Credicorp,Credicorp,6,TRUE
Credinka,Credinka,3,TRUE
Crediplaza S.A.C.,Crediplaza S.A.C.,1,TRUE
Crediscotia,Scotiabank Peru S.A.A.,1,FALSE
Crediscotia Financiera,Scotiabank Peru S.A.A.,2,FALSE
Crediscotia-Sci,Scotiabank Peru S.A.A.,1,FALSE
Cree Y V Soluciones Srl,Cree Y V Soluciones Srl,1,TRUE
Crehana,Crehana,1,TRUE
Cricket Soft,Cricket Soft,1,TRUE
Cristalerias Toro,Cristalerias Toro,1,TRUE
Criteria It,Criteria It,1,TRUE
Crosland,Crosland Sac,3,FALSE
Crosland Sac,Crosland Sac,5,TRUE
Crossnet Sac,Crossnet Sac,1,TRUE
Crossover,Crossover,4,TRUE
Crovisa Sac,Crovisa Sac,1,TRUE
Cruz Del Sur,Cruz Del Sur,1,TRUE
Cryptocash,Cryptocash,8,TRUE
Cs Jose Carlos Mariategui,Cs Jose Carlos Mariategui,1,TRUE
Csi Data Working,Csi Data Working,1,TRUE
Csi Renting Peru S.A.C,Csi Renting Peru S.A.C,1,TRUE
Csmc- Carmen De La Legua Reynoso.,Csmc- Carmen De La Legua Reynoso.,1,TRUE
Csmc Illarimun,Csmc Illarimun,1,TRUE
Csti,Chain Services Ti S.A.C. - Csti,11,FALSE
Csti Corp,Chain Services Ti S.A.C. - Csti,12,FALSE
Csti Corp - Arca Continental Lindley,Chain Services Ti S.A.C. - Csti,1,FALSE
Csti Corp.,Chain Services Ti S.A.C. - Csti,2,FALSE
Csti Group,Chain Services Ti S.A.C. - Csti,1,FALSE
Csticorp,Chain Services Ti S.A.C. - Csti,1,FALSE
Csti-Minera Ares,Chain Services Ti S.A.C. - Csti,1,FALSE
Cuidados En Casa,Cuidados En Casa,1,TRUE
Culqi,Culqi,3,TRUE
Cumbra Peru (Ex Gym),Grana Y Montero,1,FALSE
Cumbra Peru S.A.C,Grana Y Montero,1,FALSE
Curtiembre Hinostroza E.I.R.L,Curtiembre Hinostroza E.I.R.L,1,TRUE
Cusa Sac,Cusa Sac,1,TRUE
Cvs Pharmacy,Cvs Pharmacy,1,TRUE
Cya Consulting,Cya Consulting,1,TRUE
Cyberline,Cyberline S.R.L.,2,FALSE
Cyberline S.R.L.,Cyberline S.R.L.,1,TRUE
Cyj Constructores,Cyj Constructores,2,TRUE
Cysemsur E.I.R.L.,Cysemsur E.I.R.L.,1,TRUE
D`Gallia,D`Gallia,1,TRUE
Dacta S.A.C,Dacta S.A.C,1,TRUE
Dai Global Llc,Dai Global Llc,1,TRUE
Daily Technology,Daily Technology,1,TRUE
Dakota Soluciones,Dakota Soluciones,1,TRUE
Danper,Danper,1,TRUE
Danyservis &Amp; Publicidad Eirl,Danyservis &Amp; Publicidad Eirl,1,TRUE
Darventas,Darventas,1,TRUE
Dat Company E.I.R.L.,Dat Company E.I.R.L.,1,TRUE
Data Consulting,Data Consulting,1,TRUE
Data Science Research Peru,Data Science Research Peru,1,TRUE
Data System & Global Services S.A.C.,Data System & Global Services S.A.C.,1,TRUE
Data4Management,Data4Management,1,TRUE
Datacont,Datacont S.A,2,FALSE
Datacont S.A,Datacont S.A,1,TRUE
Datacont Sac,Datacont S.A,2,FALSE
Dataimagenes S.A.C.,Dataimagenes S.A.C.,1,TRUE
Datatrust,Datatrust,1,TRUE
Datroni Sac,Datroni Sac,1,TRUE
Daya Plus S.A.C,Daya Plus S.A.C,2,TRUE
Dayco Telecom C.A.,Dayco Telecom C.A.,1,TRUE
Dayr Inversiones Multiples S.A.C.,Dayr Inversiones Multiples S.A.C.,1,TRUE
Dca Publicidad,Dca Publicidad,1,TRUE
Dd Logistic Eirl,Dd Logistic Eirl,1,TRUE
De Ramper Sac,De Ramper Sac,1,TRUE
Deal Brands Sac,Deal Brands Sac,1,TRUE
Dealerbuilt,Dealerbuilt,1,TRUE
Decameron,Decameron,1,TRUE
Decision Consultores,Decision Consultores,1,TRUE
Deco-Atipax Eirl,Deco-Atipax Eirl,1,TRUE
Decode,Decode,1,TRUE
Decor Center,Decor Center,1,TRUE
Decor Paitan Sac,Decor Paitan Sac,2,TRUE
Decor San Blas,Decor San Blas,1,TRUE
Decorlux Sac,Decorlux Sac,1,TRUE
Deepdev,Deepdev,1,TRUE
Degpro,Degpro,2,TRUE
Deister Software,Deister Software Peru,1,FALSE
Deister Software Peru,Deister Software Peru,4,TRUE
"Del Sector Retail, Perteneciente Al Grupo Interbank.",Banco Interbank,1,FALSE
Delaware,"Grupo Delaware Peru, S.A.C",4,FALSE
Delaware - Telefonica Del Peru,"Grupo Delaware Peru, S.A.C",8,FALSE
Delaware Consultoria,"Grupo Delaware Peru, S.A.C",2,FALSE
Delaware Peru Sac,"Grupo Delaware Peru, S.A.C",2,FALSE
Delcorp Holding,Delcorp Holding,2,TRUE
Delcrosa Sa,Delcrosa Sa,1,TRUE
Delfosti,Delfosti,4,TRUE
Delibocaditos,Delibocaditos,1,TRUE
Delicass,Delicass,1,TRUE
Delice Sac,Delice Sac,1,TRUE
Delipet,Delipet,1,TRUE
Delnac Sac,Delnac Sac,1,TRUE
Delogica,Delogica,2,TRUE
Deloitte &Amp; Touche,Deloitte Peru,1,FALSE
Deloitte &Amp; Touche S.R.L,Deloitte Peru,1,FALSE
Deloitte Peru,Deloitte Peru,2,TRUE
Delosi,Delosi S.A,4,FALSE
Delosi S.A,Delosi S.A,1,TRUE
Delta S.A.C.,Informatica Delta Sac,4,FALSE
Deltasac,Informatica Delta Sac,2,FALSE
Democame,Democame,1,TRUE
Demuna Itinerante-Municipalidad San Miguel,Demuna Itinerante-Municipalidad San Miguel,1,TRUE
Dent Import Sa,Dent Import Sa,1,TRUE
Depconstruccion,Depconstruccion,1,TRUE
Depilzone,Depilzone,1,TRUE
Depormania - Gestion Deportiva,Depormania - Gestion Deportiva,1,TRUE
Deprodeca,Deprodeca Grupo Gloria,1,FALSE
Deprodeca Grupo Gloria,Deprodeca Grupo Gloria,1,TRUE
Deprove Global Sac,Deprove Global Sac,1,TRUE
Depsa - Ransa,Depsa - Ransa,1,TRUE
Dercocenter,Dercocenter,1,TRUE
Derrama Magisterial,Derrama Magisterial,2,TRUE
Desarrolladora Del Pacifico S.A.C,Desarrolladora Del Pacifico S.A.C,1,TRUE
Design & Development Software Sac,Design & Development Software Sac,1,TRUE
Designic,Designic,1,TRUE
Designux Peru,Designux Peru,1,TRUE
Desipsa,Desipsa,1,TRUE
Detroit Power System,Detroit Power System,1,TRUE
Devdatep,Devdatep,1,TRUE
Devdatep Consulting Eirl,Devdatep Consulting Eirl,1,TRUE
Developers Team,Developers Team,1,TRUE
Devlops,Devlops,1,TRUE
Dewatering Solutions Peru S.A.C,Dewatering Solutions Peru S.A.C,1,TRUE
Dexo Del Peru S.A.C.,Dexo Del Peru S.A.C.,1,TRUE
Dezo S.A.C,Dezo S.A.C,2,TRUE
Dfacture,Dfacture,1,TRUE
Dhl Supply Chain,Dhl Supply Chain,1,TRUE
Diacsa,Diacsa,1,TRUE
Diagnodent,Diagnodent,1,TRUE
Diagnostica Peruana Sac,Diagnostica Peruana Sac,1,TRUE
Didi,Didi,3,TRUE
Diebold,Diebold Nixdorf Peru,1,FALSE
Diebold Nixdorf Peru,Diebold Nixdorf Peru,1,TRUE
Diecom,Diecom,1,TRUE
Digetel Soluciones S.A.C(,Digetel Soluciones S.A.C(,1,TRUE
Digicorp Peru,Digicorp Peru,1,TRUE
Digiflow,Digiflow,1,TRUE
Digital Learning Hub,Digital Learning Hub,1,TRUE
Digitex,Digitex,1,TRUE
Digitex - Bbva,Digitex,1,FALSE
Digitro Tecnologia S.A.C.,Digitro Tecnologia S.A.C.,1,TRUE
Dijisa,Dijisa,1,TRUE
Dimerc,Dimerc Peru S.A.C.,2,FALSE
Dimerc Peru S.A.C.,Dimerc Peru S.A.C.,2,TRUE
Dimerc Peru Sac,Dimerc Peru S.A.C.,1,FALSE
Dimexa S.A.,Dimexa S.A.,1,TRUE
Din Automatizacion,Din Automatizacion,1,TRUE
Diners Club,Diners Club Peru,1,FALSE
Diners Club Peru,Diners Club Peru,2,TRUE
Dinet,Dinet S.A.,1,FALSE
Dinet S.A,Dinet S.A.,1,FALSE
Dinet S.A.,Dinet S.A.,4,TRUE
Diocesis De Valle De La Pascua,Diocesis De Valle De La Pascua,1,TRUE
Dircetur,Dircetur,1,TRUE
Dircetur Gobierno Regional Piura,Dircetur,1,FALSE
Direc Tv,Direc Tv,4,TRUE
Direccion De Redes Integradas De Salud Lima Sur,Direccion De Redes Integradas De Salud Lima Sur,3,TRUE
